Время,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-19 10:05,30,47.73,43,60
2023-03-19 10:05,58,61.39,49,68
2023-03-19 10:00,56,57.98,47,66
2023-03-19 10:00,60,66.29,51,71
2023-03-19 09:55,74,61.43,40,55
2023-03-19 09:55,60,57.19,45,62
2023-03-19 09:50,43,57.81,43,57
2023-03-19 09:50,74,66.92,52,71
2023-03-19 09:45,53,50.89,49,63
2023-03-19 09:45,68,60.78,49,67
2023-03-19 09:40,34,21.00,45,61
2023-03-19 09:40,43,28.40,61,73
2023-03-19 09:35,51,49.63,44,58
2023-03-19 09:35,49,42.07,45,58
2023-03-19 09:30,45,37.82,43,61
2023-03-19 09:30,51,38.90,50,67
2023-03-19 09:25,26,19.37,57,86
2023-03-19 09:25,39,54.86,61,79
2023-03-19 09:20,35,10.70,46,60
2023-03-19 09:20,48,32.78,49,66
2023-03-19 09:15,45,55.47,53,64
2023-03-19 09:15,43,62.63,55,71
2023-03-19 09:10,24,21.74,49,67
2023-03-19 09:10,24,42.35,54,69
2023-03-19 09:05,30,23.30,50,69
2023-03-19 09:05,42,22.19,57,71
2023-03-19 09:00,35,22.51,44,58
2023-03-19 09:00,47,30.38,54,68
2023-03-19 08:55,39,25.05,47,65
2023-03-19 08:55,47,50.04,57,75
2023-03-19 08:50,23,23.02,53,69
2023-03-19 08:50,44,44.17,59,72
2023-03-19 08:45,21,34.25,47,57
2023-03-19 08:45,30,38.39,61,70
2023-03-19 08:40,33,29.14,47,60
2023-03-19 08:40,89,41.70,55,76
2023-03-19 08:35,18,6.04,45,66
2023-03-19 08:35,29,14.76,60,72
2023-03-19 08:30,28,11.22,49,59
2023-03-19 08:30,40,27.44,61,67
2023-03-19 08:25,33,23.79,49,65
2023-03-19 08:25,38,29.29,59,68
2023-03-19 08:20,21,23.12,44,55
2023-03-19 08:20,34,43.07,61,71
2023-03-19 08:15,21,11.62,53,70
2023-03-19 08:15,30,28.47,67,80
2023-03-19 08:10,27,20.36,52,64
