Время,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2022-12-31 07:20,13,0.59,31,38
2022-12-31 07:20,11,0.53,34,38
2022-12-31 07:15,11,0.65,28,38
2022-12-31 07:15,12,0.49,37,43
2022-12-31 07:10,28,0.62,29,40
2022-12-31 07:10,20,0.50,36,41
2022-12-31 07:05,20,0.64,28,38
2022-12-31 07:05,18,0.47,39,47
2022-12-31 07:00,10,0.61,30,37
2022-12-31 07:00,12,0.46,39,45
2022-12-31 06:55,12,0.64,28,42
2022-12-31 06:55,19,0.49,37,46
2022-12-31 06:50,10,0.70,26,37
2022-12-31 06:50,15,0.51,35,45
2022-12-31 06:45,8,0.73,25,35
2022-12-31 06:45,14,0.46,39,44
2022-12-31 06:40,15,0.52,34,41
2022-12-31 06:40,17,0.50,36,43
2022-12-31 06:35,8,0.59,31,40
2022-12-31 06:35,19,0.50,36,41
2022-12-31 06:30,12,0.72,25,32
2022-12-31 06:30,20,0.52,35,40
2022-12-31 06:25,14,0.60,30,40
2022-12-31 06:25,16,0.52,34,44
2022-12-31 06:20,14,0.63,28,38
2022-12-31 06:20,13,0.51,36,40
2022-12-31 06:15,9,0.77,23,33
2022-12-31 06:15,13,0.48,37,47
2022-12-31 06:10,8,0.61,29,39
2022-12-31 06:10,21,0.51,35,41
2022-12-31 06:05,13,0.53,34,43
2022-12-31 06:05,7,0.49,36,40
2022-12-31 06:00,2,0.70,26,26
2022-12-31 06:00,10,0.46,39,48
2022-12-31 05:55,12,0.73,25,35
2022-12-31 05:55,10,0.50,36,40
2022-12-31 05:50,8,0.86,21,35
2022-12-31 05:50,7,0.46,39,43
2022-12-31 05:45,5,0.91,20,26
2022-12-31 05:45,6,0.46,39,44
2022-12-31 05:40,8,0.52,34,36
2022-12-31 05:40,13,0.50,36,44
2022-12-31 05:35,4,0.53,34,38
2022-12-31 05:35,10,0.50,36,42
2022-12-31 05:30,7,0.52,35,43
2022-12-31 05:30,8,0.49,37,42
2022-12-31 05:25,3,0.62,29,34
2022-12-31 05:25,10,0.45,40,49
2022-12-31 05:20,3,0.40,45,45
2022-12-31 05:20,12,0.53,34,41
2022-12-31 05:15,4,0.67,27,35
2022-12-31 05:15,9,0.47,38,42
2022-12-31 05:10,8,0.51,35,46
2022-12-31 05:10,8,0.52,35,43
2022-12-31 05:05,4,0.60,30,32
2022-12-31 05:05,7,0.55,33,42
2022-12-31 05:00,9,0.65,28,41
2022-12-31 05:00,13,0.51,35,43
2022-12-31 04:55,7,0.57,31,35
2022-12-31 04:55,8,0.51,35,38
2022-12-31 04:50,7,0.75,24,37
2022-12-31 04:50,9,0.55,33,41
2022-12-31 04:45,18,0.90,20,35
2022-12-31 04:45,11,0.50,36,40
2022-12-31 04:40,6,0.65,28,40
2022-12-31 04:40,11,0.52,35,42
2022-12-31 04:35,8,0.62,29,36
2022-12-31 04:35,13,0.49,37,44
2022-12-31 04:30,5,0.51,35,47
2022-12-31 04:30,14,0.45,40,46
2022-12-31 04:25,8,0.57,32,39
2022-12-31 04:25,9,0.56,32,36
2022-12-31 04:20,4,1.07,17,22
2022-12-31 04:20,8,0.54,33,44
2022-12-31 04:15,2,0.52,34,37
2022-12-31 04:15,10,0.50,36,42
2022-12-31 04:10,1,0.43,42,42
2022-12-31 04:10,4,0.64,28,39
2022-12-31 04:05,3,0.50,36,50
2022-12-31 04:05,6,0.54,33,43
2022-12-31 04:00,3,0.58,31,35
2022-12-31 04:00,4,0.51,35,38
2022-12-31 03:55,8,0.72,25,37
2022-12-31 03:55,9,0.48,38,46
2022-12-31 03:50,2,0.76,24,38
2022-12-31 03:50,10,0.51,35,44
2022-12-31 03:45,2,1.09,17,19
2022-12-31 03:45,9,0.66,27,42
2022-12-31 03:40,8,0.58,31,36
2022-12-31 03:40,14,0.50,36,43
2022-12-31 03:35,5,0.58,31,42
2022-12-31 03:35,12,0.53,34,42
2022-12-31 03:30,2,0.59,30,35
2022-12-31 03:30,3,0.50,36,42
2022-12-31 03:25,7,0.70,26,38
2022-12-31 03:25,10,0.55,33,43
2022-12-31 03:20,4,0.82,22,29
2022-12-31 03:20,5,0.50,36,46
2022-12-31 03:15,5,0.70,26,38
2022-12-31 03:15,4,0.63,29,46
2022-12-31 03:10,7,0.50,36,47
2022-12-31 03:10,6,0.52,35,40
2022-12-31 03:05,7,0.47,38,57
2022-12-31 03:05,9,0.53,34,44
2022-12-31 03:00,4,0.54,33,46
2022-12-31 03:00,10,0.55,33,39
2022-12-31 02:55,5,0.52,35,37
2022-12-31 02:55,7,0.64,28,38
2022-12-31 02:50,4,0.66,27,38
2022-12-31 02:50,8,0.53,34,43
2022-12-31 02:45,5,0.55,33,35
2022-12-31 02:45,8,0.51,35,39
2022-12-31 02:40,6,0.61,30,38
2022-12-31 02:40,12,0.52,35,42
2022-12-31 02:35,13,0.64,28,36
2022-12-31 02:35,9,0.62,29,37
2022-12-31 02:30,11,0.59,31,41
2022-12-31 02:30,5,0.50,36,44
2022-12-31 02:25,6,0.55,33,47
2022-12-31 02:25,6,0.49,37,42
2022-12-31 02:20,7,0.55,33,39
2022-12-31 02:20,10,0.49,37,44
2022-12-31 02:15,8,0.58,31,44
2022-12-31 02:15,11,0.59,31,38
2022-12-31 02:10,9,0.64,28,36
2022-12-31 02:10,14,0.80,22,38
2022-12-31 02:05,9,0.55,33,41
2022-12-31 02:05,12,0.50,36,45
2022-12-31 02:00,10,0.57,32,40
2022-12-31 02:00,14,0.53,34,40
2022-12-31 01:55,11,0.58,31,41
2022-12-31 01:55,19,0.56,32,41
2022-12-31 01:50,5,0.62,29,34
2022-12-31 01:50,11,0.50,36,43
2022-12-31 01:45,9,0.70,26,29
2022-12-31 01:45,9,0.51,35,43
2022-12-31 01:40,7,0.60,30,33
2022-12-31 01:40,13,0.55,33,43
2022-12-31 01:35,7,0.51,35,38
2022-12-31 01:35,12,0.47,38,44
2022-12-31 01:30,8,0.68,26,33
2022-12-31 01:30,11,0.65,28,37
2022-12-31 01:25,16,0.58,31,36
2022-12-31 01:25,24,0.56,32,42
2022-12-31 01:20,11,0.66,27,35
2022-12-31 01:20,17,0.48,37,44
2022-12-31 01:15,11,0.69,26,31
2022-12-31 01:15,17,0.54,33,39
2022-12-31 01:10,15,0.72,25,30
2022-12-31 01:10,20,0.61,30,37
2022-12-31 01:05,11,0.69,26,33
2022-12-31 01:05,16,0.63,29,36
2022-12-31 01:00,15,0.61,30,34
2022-12-31 01:00,16,0.54,33,46
2022-12-31 00:55,8,0.59,31,39
2022-12-31 00:55,12,0.56,32,42
2022-12-31 00:50,14,0.47,38,57
2022-12-31 00:50,13,0.50,36,43
2022-12-31 00:45,15,0.58,31,39
2022-12-31 00:45,23,0.64,28,41
2022-12-31 00:40,12,0.65,28,42
2022-12-31 00:40,17,0.56,32,48
2022-12-31 00:35,11,0.67,27,36
2022-12-31 00:35,14,0.56,32,41
2022-12-31 00:30,13,0.54,33,40
2022-12-31 00:30,14,0.54,33,40
2022-12-31 00:25,14,0.51,35,56
2022-12-31 00:25,22,0.65,28,37
2022-12-31 00:20,18,0.64,28,36
2022-12-31 00:20,22,0.56,32,40
2022-12-31 00:15,13,0.70,26,34
2022-12-31 00:15,24,0.61,29,42
2022-12-31 00:10,22,0.63,29,39
2022-12-31 00:10,23,0.56,32,42
2022-12-31 00:05,17,0.60,30,40
2022-12-31 00:05,19,0.55,33,40
2022-12-31 00:00,20,0.56,32,38
2022-12-31 00:00,21,0.56,32,39
2022-12-30 23:55,20,0.56,32,41
2022-12-30 23:55,20,0.56,32,42
2022-12-30 23:50,18,0.75,24,31
2022-12-30 23:50,21,0.53,34,39
2022-12-30 23:45,26,0.71,25,34
2022-12-30 23:45,31,0.56,32,36
2022-12-30 23:40,13,0.57,32,35
2022-12-30 23:40,28,0.52,34,42
