Время,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 23:15,33,45.44,30,49
2023-03-18 23:10,33,27.64,32,48
2023-03-18 23:05,33,35.77,32,47
2023-03-18 23:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 22:55,12,29.44,37,43
2023-03-18 22:50,11,58.68,39,55
2023-03-18 22:45,54,74.31,37,56
2023-03-18 22:40,36,56.68,24,43
2023-03-18 22:35,115,39.75,32,49
2023-03-18 22:30,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 22:25,21,25.17,35,40
2023-03-18 22:20,21,47.28,31,55
2023-03-18 22:15,31,56.64,20,31
2023-03-18 22:10,43,30.48,33,49
2023-03-18 22:05,59,53.56,32,43
2023-03-18 22:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 21:55,32,28.36,36,40
2023-03-18 21:50,16,24.70,23,28
2023-03-18 21:45,27,53.39,25,43
2023-03-18 21:40,47,31.94,29,45
2023-03-18 21:35,72,29.21,36,47
2023-03-18 21:30,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 21:25,25,18.69,33,41
2023-03-18 21:20,13,25.90,20,32
2023-03-18 21:15,29,37.61,38,53
2023-03-18 21:10,47,47.26,25,38
2023-03-18 21:05,77,58.75,31,44
2023-03-18 21:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 20:55,38,39.28,34,41
2023-03-18 20:50,18,45.93,31,46
2023-03-18 20:45,43,43.58,27,35
2023-03-18 20:40,45,48.01,29,46
2023-03-18 20:35,82,35.97,29,42
2023-03-18 20:30,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 20:25,37,32.05,32,40
2023-03-18 20:20,33,67.37,27,41
2023-03-18 20:15,41,52.79,25,35
2023-03-18 20:10,113,57.70,26,37
2023-03-18 20:05,116,45.85,27,38
2023-03-18 20:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 19:55,39,71.96,34,46
2023-03-18 19:50,24,51.68,18,30
2023-03-18 19:45,32,47.81,29,43
