Время,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-19 23:30,30,12.03,62,73
2023-03-19 23:30,16,7.15,63,71
2023-03-19 23:25,29,21.36,68,77
2023-03-19 23:25,10,10.96,60,70
2023-03-19 23:20,29,29.22,68,80
2023-03-19 23:20,16,8.35,62,76
2023-03-19 23:15,18,19.05,62,71
2023-03-19 23:15,10,4.22,61,72
2023-03-19 23:10,22,17.09,63,71
2023-03-19 23:10,21,11.41,58,70
2023-03-19 23:05,28,19.57,63,73
2023-03-19 23:05,18,8.89,61,69
2023-03-19 23:00,28,18.39,65,72
2023-03-19 23:00,16,15.49,62,77
2023-03-19 22:55,34,16.12,66,73
2023-03-19 22:55,18,13.97,54,57
2023-03-19 22:50,33,13.81,60,74
2023-03-19 22:50,21,14.46,60,74
2023-03-19 22:45,36,32.56,64,77
2023-03-19 22:45,19,22.19,59,68
2023-03-19 22:40,24,15.53,63,73
2023-03-19 22:40,17,12.66,58,66
2023-03-19 22:35,24,34.38,60,68
2023-03-19 22:35,20,17.12,54,64
2023-03-19 22:30,33,28.95,71,94
2023-03-19 22:30,25,29.24,59,70
2023-03-19 22:25,28,36.37,66,73
2023-03-19 22:25,26,20.61,60,71
2023-03-19 22:20,44,28.92,62,70
2023-03-19 22:20,30,14.86,65,92
2023-03-19 22:15,30,32.93,64,72
2023-03-19 22:15,17,10.14,58,72
2023-03-19 22:10,33,20.86,65,74
2023-03-19 22:10,22,14.66,54,66
2023-03-19 22:05,38,13.11,60,72
2023-03-19 22:05,25,14.06,55,67
2023-03-19 22:00,29,12.49,61,76
2023-03-19 22:00,26,11.33,60,74
2023-03-19 21:55,35,15.28,67,74
2023-03-19 21:55,23,12.56,59,67
2023-03-19 21:50,43,15.16,62,72
2023-03-19 21:50,27,14.57,47,58
2023-03-19 21:45,43,41.54,67,110
2023-03-19 21:45,35,15.19,64,88
2023-03-19 21:40,47,33.24,66,75
2023-03-19 21:40,29,12.27,63,77
2023-03-19 21:35,51,28.79,77,117
2023-03-19 21:35,24,14.25,58,70
2023-03-19 21:30,37,40.35,60,66
2023-03-19 21:30,31,12.92,52,64
2023-03-19 21:25,52,20.26,65,93
2023-03-19 21:25,29,15.74,57,66
2023-03-19 21:20,47,23.09,67,87
2023-03-19 21:20,38,15.42,48,58
2023-03-19 21:15,47,37.74,63,84
2023-03-19 21:15,35,17.39,56,68
2023-03-19 21:10,48,28.86,65,77
2023-03-19 21:10,32,14.38,64,71
2023-03-19 21:05,32,33.04,75,115
2023-03-19 21:05,30,20.92,59,71
2023-03-19 21:00,41,47.98,64,74
2023-03-19 21:00,36,17.99,51,58
2023-03-19 20:55,62,18.86,68,100
2023-03-19 20:55,41,16.56,51,57
2023-03-19 20:50,43,22.45,56,68
2023-03-19 20:50,26,11.18,53,61
2023-03-19 20:45,48,39.22,65,102
2023-03-19 20:45,34,16.33,53,60
2023-03-19 20:40,48,27.55,64,76
2023-03-19 20:40,25,14.13,61,71
2023-03-19 20:35,56,39.58,63,88
2023-03-19 20:35,35,23.47,56,69
2023-03-19 20:30,46,44.65,68,96
2023-03-19 20:30,41,13.98,59,70
2023-03-19 20:25,54,32.42,64,75
2023-03-19 20:25,26,13.45,50,62
2023-03-19 20:20,46,23.02,60,75
2023-03-19 20:20,36,12.95,51,62
2023-03-19 20:15,50,42.09,68,111
2023-03-19 20:15,32,14.92,54,61
2023-03-19 20:10,49,42.20,58,75
2023-03-19 20:10,37,13.34,61,92
2023-03-19 20:05,71,23.02,57,78
2023-03-19 20:05,46,19.35,51,61
2023-03-19 20:00,50,24.04,65,81
2023-03-19 20:00,36,14.32,67,97
2023-03-19 19:55,70,38.99,59,89
2023-03-19 19:55,43,20.69,47,56
2023-03-19 19:50,52,34.59,72,110
2023-03-19 19:50,43,20.83,53,62
2023-03-19 19:45,44,48.07,52,65
2023-03-19 19:45,29,17.75,64,80
2023-03-19 19:40,54,37.00,59,73
2023-03-19 19:40,38,18.45,52,61
2023-03-19 19:35,52,23.40,62,82
2023-03-19 19:35,33,19.91,55,66
2023-03-19 19:30,54,63.06,65,79
2023-03-19 19:30,33,16.78,56,64
2023-03-19 19:25,45,32.26,65,84
2023-03-19 19:25,37,13.10,60,82
2023-03-19 19:20,67,46.11,63,81
2023-03-19 19:20,47,21.06,57,71
2023-03-19 19:15,55,30.96,61,78
2023-03-19 19:15,34,15.87,48,54
2023-03-19 19:10,56,45.11,64,90
2023-03-19 19:10,50,19.13,54,61
2023-03-19 19:05,54,58.21,59,71
2023-03-19 19:05,42,17.27,51,62
2023-03-19 19:00,46,28.49,66,89
2023-03-19 19:00,35,10.79,57,67
2023-03-19 18:55,66,38.35,61,69
2023-03-19 18:55,58,24.05,57,80
2023-03-19 18:50,51,31.94,61,71
2023-03-19 18:50,44,15.41,56,65
2023-03-19 18:45,58,45.73,60,72
2023-03-19 18:45,38,14.13,55,71
2023-03-19 18:40,45,33.18,63,71
2023-03-19 18:40,36,13.73,58,68
2023-03-19 18:35,62,41.96,58,71
2023-03-19 18:35,37,16.93,53,65
2023-03-19 18:30,56,41.68,63,88
2023-03-19 18:30,36,15.26,59,77
2023-03-19 18:25,83,58.49,67,100
2023-03-19 18:25,51,18.34,54,66
2023-03-19 18:20,89,62.03,46,75
2023-03-19 18:20,71,26.52,52,69
2023-03-19 18:15,52,36.02,68,95
2023-03-19 18:15,50,14.83,58,72
2023-03-19 18:10,59,55.76,72,105
2023-03-19 18:10,38,16.17,65,87
2023-03-19 18:05,43,45.52,58,76
2023-03-19 18:05,39,12.46,58,68
2023-03-19 18:00,51,34.85,60,68
2023-03-19 18:00,33,10.84,70,94
2023-03-19 17:55,59,40.01,68,102
2023-03-19 17:55,52,14.82,49,62
2023-03-19 17:50,60,41.13,59,100
2023-03-19 17:50,63,24.83,54,74
2023-03-19 17:45,71,29.67,64,89
2023-03-19 17:45,46,19.25,61,73
2023-03-19 17:40,88,45.35,57,79
2023-03-19 17:40,45,18.99,54,63
2023-03-19 17:35,77,50.55,59,74
2023-03-19 17:35,61,22.35,59,86
2023-03-19 17:30,58,53.23,67,95
2023-03-19 17:30,47,32.77,49,64
2023-03-19 17:25,57,37.36,63,93
2023-03-19 17:25,31,18.80,41,58
2023-03-19 17:20,75,30.45,67,107
2023-03-19 17:20,60,17.77,51,57
2023-03-19 17:15,72,50.27,64,87
2023-03-19 17:15,37,13.92,55,62
2023-03-19 17:10,68,30.69,59,74
2023-03-19 17:10,34,13.05,58,67
2023-03-19 17:05,60,35.74,47,67
2023-03-19 17:05,32,15.24,50,78
2023-03-19 17:00,57,28.54,67,84
2023-03-19 17:00,41,13.74,52,63
2023-03-19 16:55,60,27.02,69,90
2023-03-19 16:55,44,13.25,61,87
2023-03-19 16:50,56,41.82,65,99
2023-03-19 16:50,44,16.26,51,59
2023-03-19 16:45,73,48.30,66,104
2023-03-19 16:45,50,17.67,57,75
2023-03-19 16:40,65,44.79,71,98
2023-03-19 16:40,47,15.60,53,69
2023-03-19 16:35,78,63.23,59,84
2023-03-19 16:35,51,20.70,49,56
2023-03-19 16:30,57,34.37,69,96
2023-03-19 16:30,35,14.83,55,66
2023-03-19 16:25,53,37.06,78,0
2023-03-19 16:25,54,16.48,62,96
2023-03-19 16:20,55,46.02,73,97
2023-03-19 16:20,35,12.75,72,111
2023-03-19 16:15,67,47.78,68,90
2023-03-19 16:15,45,16.63,65,90
2023-03-19 16:10,73,37.52,61,87
2023-03-19 16:10,44,18.84,55,73
2023-03-19 16:05,70,27.41,60,68
2023-03-19 16:05,39,14.00,63,80
2023-03-19 16:00,80,42.91,61,71
2023-03-19 16:00,49,19.48,60,82
2023-03-19 15:55,58,46.18,58,83
2023-03-19 15:55,37,13.37,57,73
2023-03-19 15:50,48,44.05,77,107
2023-03-19 15:50,43,12.89,89,0
2023-03-19 15:45,74,23.25,63,89
2023-03-19 15:45,48,18.97,65,96
2023-03-19 15:40,76,44.66,64,112
2023-03-19 15:40,56,21.60,64,100
2023-03-19 15:35,72,42.15,69,104
2023-03-19 15:35,55,18.43,64,84
2023-03-19 15:30,70,30.07,49,68
2023-03-19 15:30,67,25.55,62,92
2023-03-19 15:25,78,39.13,53,61
2023-03-19 15:25,66,19.26,68,115
2023-03-19 15:20,78,35.31,76,120
2023-03-19 15:20,42,17.19,53,60
2023-03-19 15:15,73,37.85,65,92
2023-03-19 15:15,48,18.00,49,63
2023-03-19 15:10,70,28.73,57,67
2023-03-19 15:10,51,16.50,59,80
2023-03-19 15:05,75,54.00,64,95
2023-03-19 15:05,54,33.21,59,71
2023-03-19 15:00,45,37.28,66,78
2023-03-19 15:00,37,11.64,76,113
2023-03-19 14:55,93,44.28,66,93
2023-03-19 14:55,62,18.44,63,87
2023-03-19 14:50,55,36.55,60,90
2023-03-19 14:50,51,24.93,60,92
2023-03-19 14:45,78,47.00,60,85
2023-03-19 14:45,66,19.39,71,102
2023-03-19 14:40,61,32.28,66,99
2023-03-19 14:40,49,17.10,66,109
2023-03-19 14:35,55,45.48,53,71
2023-03-19 14:35,45,18.00,73,0
2023-03-19 14:30,77,53.04,67,95
2023-03-19 14:30,50,17.47,63,98
2023-03-19 14:25,75,45.10,55,86
2023-03-19 14:25,59,27.01,51,61
2023-03-19 14:20,68,42.87,57,72
2023-03-19 14:20,55,19.51,53,70
2023-03-19 14:15,87,33.09,67,109
2023-03-19 14:15,77,22.09,54,77
2023-03-19 14:10,83,34.04,53,70
2023-03-19 14:10,51,18.83,62,100
2023-03-19 14:05,72,38.17,65,82
2023-03-19 14:05,47,15.18,64,93
2023-03-19 14:00,65,31.96,65,88
2023-03-19 14:00,56,18.95,66,99
2023-03-19 13:55,82,53.59,62,94
2023-03-19 13:55,53,18.31,75,113
2023-03-19 13:50,99,65.07,40,54
2023-03-19 13:50,81,28.08,39,52
2023-03-19 13:45,84,50.17,54,72
2023-03-19 13:45,64,20.48,52,76
2023-03-19 13:40,95,64.92,67,102
2023-03-19 13:40,58,24.27,56,76
2023-03-19 13:35,62,56.65,61,69
2023-03-19 13:35,61,26.89,56,81
2023-03-19 13:30,79,41.80,72,106
2023-03-19 13:30,64,19.11,52,71
2023-03-19 13:25,65,38.61,81,0
2023-03-19 13:25,48,23.25,58,70
2023-03-19 13:20,57,38.35,59,70
2023-03-19 13:20,36,14.76,54,65
2023-03-19 13:15,60,53.32,69,85
2023-03-19 13:15,50,14.67,68,95
2023-03-19 13:10,64,44.22,57,68
2023-03-19 13:10,45,15.93,54,67
2023-03-19 13:05,75,50.01,67,84
2023-03-19 13:05,52,17.80,65,85
2023-03-19 13:00,75,36.39,60,78
2023-03-19 13:00,59,18.28,51,62
2023-03-19 12:55,73,35.45,67,111
2023-03-19 12:55,61,19.36,58,82
2023-03-19 12:50,69,36.10,68,90
2023-03-19 12:50,43,14.42,53,67
2023-03-19 12:45,76,33.94,57,86
2023-03-19 12:45,46,18.94,53,63
2023-03-19 12:40,55,38.69,69,99
2023-03-19 12:40,46,12.89,51,61
2023-03-19 12:35,63,46.39,66,77
2023-03-19 12:35,51,16.01,59,79
2023-03-19 12:30,75,51.05,75,118
2023-03-19 12:30,57,19.20,52,60
2023-03-19 12:25,85,47.46,64,93
2023-03-19 12:25,56,17.33,59,73
2023-03-19 12:20,87,53.38,54,79
2023-03-19 12:20,64,23.23,43,61
2023-03-19 12:15,68,53.24,71,98
2023-03-19 12:15,54,25.47,57,71
2023-03-19 12:10,62,39.49,69,92
2023-03-19 12:10,35,29.40,58,77
2023-03-19 12:05,80,23.53,67,99
2023-03-19 12:05,43,19.13,56,65
2023-03-19 12:00,66,30.94,70,99
2023-03-19 12:00,59,14.96,58,79
2023-03-19 11:55,86,38.89,55,72
2023-03-19 11:55,62,18.92,74,106
2023-03-19 11:50,80,33.52,79,0
2023-03-19 11:50,58,16.71,73,106
2023-03-19 11:45,77,48.34,62,80
2023-03-19 11:45,59,18.38,67,104
2023-03-19 11:40,76,45.12,58,70
2023-03-19 11:40,46,14.69,84,0
2023-03-19 11:35,72,26.06,65,89
2023-03-19 11:35,59,16.83,61,85
2023-03-19 11:30,73,44.38,62,80
2023-03-19 11:30,45,15.51,63,95
2023-03-19 11:25,63,32.71,66,105
2023-03-19 11:25,44,18.10,54,90
2023-03-19 11:20,65,36.85,63,77
2023-03-19 11:20,49,18.34,71,105
2023-03-19 11:15,39,29.09,64,72
2023-03-19 11:15,39,12.25,54,63
2023-03-19 11:10,66,52.14,61,74
2023-03-19 11:10,64,33.55,73,105
2023-03-19 11:05,58,37.34,72,89
2023-03-19 11:05,53,14.37,64,89
2023-03-19 11:00,78,57.71,60,82
2023-03-19 11:00,54,19.39,61,88
2023-03-19 10:55,56,29.95,77,0
2023-03-19 10:55,32,11.80,67,81
2023-03-19 10:50,65,27.32,62,75
2023-03-19 10:50,43,15.55,64,76
2023-03-19 10:45,65,22.64,57,87
2023-03-19 10:45,58,17.12,57,82
2023-03-19 10:40,74,40.58,61,86
2023-03-19 10:40,49,33.38,55,63
2023-03-19 10:35,70,29.83,65,87
2023-03-19 10:35,49,18.89,52,74
2023-03-19 10:30,41,42.23,66,82
2023-03-19 10:30,35,11.61,69,114
2023-03-19 10:25,61,40.15,61,68
2023-03-19 10:25,44,14.37,72,112
2023-03-19 10:20,36,38.66,63,91
2023-03-19 10:20,42,25.38,67,102
2023-03-19 10:15,65,20.41,76,115
2023-03-19 10:15,37,14.91,50,61
2023-03-19 10:10,61,22.93,63,76
2023-03-19 10:10,43,14.03,61,73
2023-03-19 10:05,68,24.17,69,99
2023-03-19 10:05,43,14.36,58,78
2023-03-19 10:00,80,27.08,87,0
2023-03-19 10:00,57,15.25,69,102
2023-03-19 09:55,75,50.54,59,97
2023-03-19 09:55,58,30.39,47,60
2023-03-19 09:50,68,33.76,62,76
2023-03-19 09:50,40,17.22,67,96
2023-03-19 09:45,53,30.25,63,81
2023-03-19 09:45,41,13.11,59,67
2023-03-19 09:40,41,45.82,70,102
2023-03-19 09:40,28,24.37,66,95
2023-03-19 09:35,59,34.97,64,81
2023-03-19 09:35,47,16.21,54,65
2023-03-19 09:30,61,51.08,71,112
2023-03-19 09:30,34,13.42,56,87
2023-03-19 09:25,59,34.23,65,78
2023-03-19 09:25,15,12.14,47,50
2023-03-19 09:20,56,20.32,68,94
2023-03-19 09:20,31,12.37,51,62
2023-03-19 09:15,54,14.76,72,100
2023-03-19 09:15,39,11.82,63,79
2023-03-19 09:10,30,47.82,62,69
2023-03-19 09:10,37,8.82,64,76
2023-03-19 09:05,46,43.31,62,77
2023-03-19 09:05,33,13.52,72,95
2023-03-19 09:00,54,31.01,70,93
2023-03-19 09:00,35,12.25,57,73
2023-03-19 08:55,61,16.04,74,111
2023-03-19 08:55,28,11.89,92,0
2023-03-19 08:50,50,31.92,60,71
2023-03-19 08:50,22,15.56,58,73
2023-03-19 08:45,33,16.23,70,98
2023-03-19 08:45,24,11.06,55,68
2023-03-19 08:40,51,23.94,71,95
2023-03-19 08:40,34,18.96,61,70
2023-03-19 08:35,41,28.99,63,83
2023-03-19 08:35,20,9.45,49,65
2023-03-19 08:30,39,40.03,81,0
2023-03-19 08:30,27,10.09,60,68
2023-03-19 08:25,45,19.07,70,86
2023-03-19 08:25,28,10.23,71,86
2023-03-19 08:20,37,32.82,65,78
2023-03-19 08:20,28,12.12,54,66
2023-03-19 08:15,38,36.18,66,79
2023-03-19 08:15,20,8.57,56,64
2023-03-19 08:10,31,24.85,61,77
2023-03-19 08:10,20,8.11,62,73
2023-03-19 08:05,24,26.62,75,113
2023-03-19 08:05,17,6.22,58,73
2023-03-19 08:00,38,41.41,67,77
2023-03-19 08:00,23,9.07,73,108
2023-03-19 07:55,35,24.25,69,88
2023-03-19 07:55,30,22.40,60,80
2023-03-19 07:50,41,32.94,65,86
2023-03-19 07:50,23,9.75,68,112
2023-03-19 07:45,50,20.50,70,94
2023-03-19 07:45,28,10.52,58,74
2023-03-19 07:40,41,10.33,71,108
2023-03-19 07:40,34,9.67,63,74
2023-03-19 07:35,26,22.77,75,0
2023-03-19 07:35,20,7.80,56,64
2023-03-19 07:30,34,12.35,60,69
2023-03-19 07:30,29,10.68,64,78
2023-03-19 07:25,24,30.98,71,84
2023-03-19 07:25,20,7.86,60,77
2023-03-19 07:20,32,15.43,57,70
2023-03-19 07:20,16,9.01,54,71
2023-03-19 07:15,25,12.50,69,92
2023-03-19 07:15,14,9.10,57,66
2023-03-19 07:10,27,8.81,72,85
2023-03-19 07:10,20,6.39,64,83
2023-03-19 07:05,22,7.77,69,82
2023-03-19 07:05,11,6.25,67,73
2023-03-19 07:00,12,8.72,65,72
2023-03-19 07:00,13,4.80,54,63
2023-03-19 06:55,20,11.16,78,92
2023-03-19 06:55,17,6.97,61,78
2023-03-19 06:50,17,8.73,64,72
2023-03-19 06:50,15,7.23,56,68
2023-03-19 06:45,21,19.23,66,83
2023-03-19 06:45,13,14.75,53,65
2023-03-19 06:40,20,20.82,70,81
2023-03-19 06:40,12,7.45,52,61
2023-03-19 06:35,15,21.50,62,68
2023-03-19 06:35,10,4.78,62,73
