Время,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 06:10:00,27,24.60,46,65,0
2023-03-20 06:10:00,23,23.04,57,70,0
,,,,,
2023-03-20 06:05:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 06:05:00,37,8.06,58,68,0
2023-03-20 06:05:00,14,5.33,56,65,0
2023-03-20 06:05:00,23,10.79,60,71,0
,,,,,
2023-03-20 06:00:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 06:00:00,47,21.71,61,75,0
2023-03-20 06:00:00,20,17.81,60,71,0
2023-03-20 06:00:00,27,25.61,62,79,0
,,,,,
2023-03-20 05:55:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:55:00,22,4.63,58,63,0
2023-03-20 05:55:00,8,3.07,47,53,0
2023-03-20 05:55:00,14,6.18,69,73,0
,,,,,
2023-03-20 05:50:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:50:00,28,8.45,39,57,0
2023-03-20 05:50:00,11,9.17,21,43,0
2023-03-20 05:50:00,17,7.73,58,71,0
,,,,,
2023-03-20 05:45:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:45:00,23,20.87,55,75,0
2023-03-20 05:45:00,8,19.14,46,78,0
2023-03-20 05:45:00,15,22.60,64,71,0
,,,,,
2023-03-20 05:40:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:40:00,24,5.28,60,69,0
2023-03-20 05:40:00,11,4.00,55,64,0
2023-03-20 05:40:00,13,6.56,65,74,0
,,,,,
2023-03-20 05:35:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:35:00,25,19.43,54,72,0
2023-03-20 05:35:00,15,31.49,66,90,0
2023-03-20 05:35:00,10,7.37,43,54,0
,,,,,
2023-03-20 05:30:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:30:00,21,17.70,48,59,0
2023-03-20 05:30:00,6,13.60,38,38,0
2023-03-20 05:30:00,15,21.79,58,80,0
,,,,,
2023-03-20 05:25:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:25:00,8,4.80,57,68,0
2023-03-20 05:25:00,4,4.10,42,64,0
2023-03-20 05:25:00,4,5.51,72,72,0
,,,,,
2023-03-20 05:20:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:20:00,14,6.40,35,35,0
2023-03-20 05:20:00,8,5.82,0,0,0
2023-03-20 05:20:00,6,6.97,69,69,0
,,,,,
2023-03-20 05:15:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:15:00,31,24.12,55,76,0
2023-03-20 05:15:00,16,23.18,59,84,0
2023-03-20 05:15:00,15,25.06,51,69,0
,,,,,
2023-03-20 05:10:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:10:00,24,28.16,60,81,0
2023-03-20 05:10:00,10,27.08,66,83,0
2023-03-20 05:10:00,14,29.25,54,79,0
,,,,,
2023-03-20 05:05:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:05:00,13,1.94,66,70,0
2023-03-20 05:05:00,2,0.49,65,65,0
2023-03-20 05:05:00,11,3.39,66,74,0
,,,,,
2023-03-20 05:00:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 05:00:00,14,4.81,56,63,0
2023-03-20 05:00:00,3,2.64,39,49,0
2023-03-20 05:00:00,11,6.98,74,77,0
,,,,,
2023-03-20 04:55:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:55:00,19,4.82,55,69,0
2023-03-20 04:55:00,7,1.39,57,62,0
2023-03-20 04:55:00,12,8.26,54,76,0
,,,,,
2023-03-20 04:50:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:50:00,9,1.34,84,84,0
2023-03-20 04:50:00,4,0.66,99,99,0
2023-03-20 04:50:00,5,2.03,68,68,0
,,,,,
2023-03-20 04:45:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:45:00,12,2.21,37,40,0
2023-03-20 04:45:00,4,1.94,0,0,0
2023-03-20 04:45:00,8,2.47,75,80,0
,,,,,
2023-03-20 04:40:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:40:00,9,2.45,47,48,0
2023-03-20 04:40:00,4,2.16,25,25,0
